Base	Cluster	Month	Day	meanPas	countPick	sumPass	Lat	Lon
2353	B02598	6	9	6	3	46	119	40.7670570614692	-73.4845699999997
2354	B02598	6	9	7	3	8	22	40.7670570614692	-73.4845699999997
2355	B02598	6	9	8	2	8	18	40.7670570614692	-73.4845699999997
2356	B02598	6	9	9	2	11	26	40.7670570614692	-73.4845699999997
2357	B02598	6	9	10	2	10	25	40.7670570614692	-73.4845699999997
2358	B02598	6	9	11	3	21	53	40.7670570614692	-73.4845699999997
2359	B02598	6	9	12	2	28	68	40.7670570614692	-73.4845699999997
2360	B02598	6	9	13	3	35	88	40.7670570614692	-73.4845699999997
2361	B02598	6	9	14	2	11	26	40.7670570614692	-73.4845699999997
2362	B02598	6	9	15	3	9	25	40.7670570614692	-73.4845699999997
2363	B02598	6	9	16	3	15	38	40.7670570614692	-73.4845699999997
2364	B02598	6	9	17	3	11	33	40.7670570614692	-73.4845699999997
2365	B02598	6	9	18	3	18	48	40.7670570614692	-73.4845699999997
2366	B02598	6	9	19	2	29	71	40.7670570614692	-73.4845699999997
2367	B02598	6	9	20	2	43	106	40.7670570614692	-73.4845699999997
2368	B02598	6	9	21	2	10	25	40.7670570614692	-73.4845699999997
2369	B02598	6	9	22	2	19	46	40.7670570614692	-73.4845699999997
2370	B02598	6	9	23	2	14	33	40.7670570614692	-73.4845699999997
2371	B02598	6	9	24	2	14	30	40.7670570614692	-73.4845699999997
2372	B02598	6	9	25	2	13	32	40.7670570614692	-73.4845699999997
2373	B02598	6	9	26	2	25	56	40.7670570614692	-73.4845699999997
2374	B02598	6	9	27	2	36	81	40.7670570614692	-73.4845699999997
2375	B02598	6	9	28	3	17	44	40.7670570614692	-73.4845699999997
2376	B02598	6	9	29	3	9	25	40.7670570614692	-73.4845699999997
2377	B02598	6	9	30	2	9	16	40.7670570614692	-73.4845699999997
2378	B02598	7	7	1	2	342	834	40.7827647611109	-73.9782229017641
2379	B02598	7	7	2	2	398	994	40.7827647611109	-73.9782229017641
2380	B02598	7	7	3	2	352	861	40.7827647611109	-73.9782229017641
2381	B02598	7	7	4	3	175	449	40.7827647611109	-73.9782229017641
2382	B02598	7	7	5	3	102	269	40.7827647611109	-73.9782229017641
2383	B02598	7	7	6	3	153	391	40.7827647611109	-73.9782229017641
2384	B02598	7	7	7	2	320	800	40.7827647611109	-73.9782229017641
2385	B02598	7	7	8	3	425	1099	40.7827647611109	-73.9782229017641
2386	B02598	7	7	9	2	442	1064	40.7827647611109	-73.9782229017641
2387	B02598	7	7	10	3	431	1103	40.7827647611109	-73.9782229017641
2388	B02598	7	7	11	2	427	1066	40.7827647611109	-73.9782229017641
2389	B02598	7	7	12	2	361	891	40.7827647611109	-73.9782229017641
2390	B02598	7	7	13	2	298	733	40.7827647611109	-73.9782229017641
2391	B02598	7	7	14	3	404	1013	40.7827647611109	-73.9782229017641
2392	B02598	7	7	15	2	461	1147	40.7827647611109	-73.9782229017641
2393	B02598	7	7	16	2	393	963	40.7827647611109	-73.9782229017641
2394	B02598	7	7	17	3	435	1092	40.7827647611109	-73.9782229017641
2395	B02598	7	7	18	3	425	1071	40.7827647611109	-73.9782229017641
2396	B02598	7	7	19	3	331	847	40.7827647611109	-73.9782229017641
2397	B02598	7	7	20	3	261	656	40.7827647611109	-73.9782229017641
2398	B02598	7	7	21	3	307	780	40.7827647611109	-73.9782229017641
2399	B02598	7	7	22	2	402	1005	40.7827647611109	-73.9782229017641
2400	B02598	7	7	23	3	472	1211	40.7827647611109	-73.9782229017641
2401	B02598	7	7	24	3	442	1135	40.7827647611109	-73.9782229017641
2402	B02598	7	7	25	2	409	1018	40.7827647611109	-73.9782229017641
2403	B02598	7	7	26	2	369	917	40.7827647611109	-73.9782229017641
2404	B02598	7	7	27	3	291	734	40.7827647611109	-73.9782229017641
2405	B02598	7	7	28	2	344	831	40.7827647611109	-73.9782229017641
2406	B02598	7	7	29	2	355	871	40.7827647611109	-73.9782229017641
2407	B02598	7	7	30	2	432	1056	40.7827647611109	-73.9782229017641
2408	B02598	7	7	31	3	390	990	40.7827647611109	-73.9782229017641
2409	B02598	7	8	1	3	421	1076	40.7827647611109	-73.9782229017641
2410	B02598	7	8	2	2	384	944	40.7827647611109	-73.9782229017641
2411	B02598	7	8	3	2	299	734	40.7827647611109	-73.9782229017641
2412	B02598	7	8	4	2	367	917	40.7827647611109	-73.9782229017641
2413	B02598	7	8	5	2	355	874	40.7827647611109	-73.9782229017641
2414	B02598	7	8	6	3	399	1041	40.7827647611109	-73.9782229017641
2415	B02598	7	8	7	3	389	974	40.7827647611109	-73.9782229017641
2416	B02598	7	8	8	3	392	986	40.7827647611109	-73.9782229017641
2417	B02598	7	8	9	3	332	838	40.7827647611109	-73.9782229017641
2418	B02598	7	8	10	2	228	550	40.7827647611109	-73.9782229017641
2419	B02598	7	8	11	3	295	757	40.7827647611109	-73.9782229017641
2420	B02598	7	8	12	2	378	922	40.7827647611109	-73.9782229017641
2421	B02598	7	8	13	2	432	1073	40.7827647611109	-73.9782229017641
2422	B02598	7	8	14	3	369	945	40.7827647611109	-73.9782229017641
2423	B02598	7	8	15	2	358	880	40.7827647611109	-73.9782229017641
2424	B02598	7	8	16	3	278	702	40.7827647611109	-73.9782229017641
2425	B02598	7	8	17	3	205	546	40.7827647611109	-73.9782229017641
2426	B02598	7	8	18	2	270	660	40.7827647611109	-73.9782229017641
2427	B02598	7	8	19	2	311	777	40.7827647611109	-73.9782229017641
2428	B02598	7	8	20	3	322	830	40.7827647611109	-73.9782229017641
2429	B02598	7	8	21	2	356	890	40.7827647611109	-73.9782229017641
2430	B02598	7	8	22	3	362	914	40.7827647611109	-73.9782229017641
2431	B02598	7	8	23	2	274	680	40.7827647611109	-73.9782229017641
2432	B02598	7	8	24	2	252	606	40.7827647611109	-73.9782229017641
2433	B02598	7	8	25	3	263	671	40.7827647611109	-73.9782229017641
2434	B02598	7	8	26	2	265	650	40.7827647611109	-73.9782229017641
2435	B02598	7	8	27	3	310	805	40.7827647611109	-73.9782229017641
2436	B02598	7	8	28	3	313	792	40.7827647611109	-73.9782229017641
2437	B02598	7	8	29	3	311	824	40.7827647611109	-73.9782229017641
2438	B02598	7	8	30	2	263	645	40.7827647611109	-73.9782229017641
2439	B02598	7	8	31	2	271	658	40.7827647611109	-73.9782229017641
2440	B02598	7	9	1	2	180	434	40.7827647611109	-73.9782229017641
2441	B02598	7	9	2	2	354	850	40.7827647611109	-73.9782229017641
2442	B02598	7	9	3	3	418	1061	40.7827647611109	-73.9782229017641
2443	B02598	7	9	4	2	445	1110	40.7827647611109	-73.9782229017641
2444	B02598	7	9	5	2	521	1262	40.7827647611109	-73.9782229017641
2445	B02598	7	9	6	2	480	1195	40.7827647611109	-73.9782229017641
2446	B02598	7	9	7	2	362	875	40.7827647611109	-73.9782229017641
2447	B02598	7	9	8	2	450	1107	40.7827647611109	-73.9782229017641
2448	B02598	7	9	9	3	443	1110	40.7827647611109	-73.9782229017641
2449	B02598	7	9	10	2	460	1150	40.7827647611109	-73.9782229017641
2450	B02598	7	9	11	3	455	1161	40.7827647611109	-73.9782229017641
2451	B02598	7	9	12	2	470	1150	40.7827647611109	-73.9782229017641
2452	B02598	7	9	13	2	517	1282	40.7827647611109	-73.9782229017641
2453	B02598	7	9	14	3	285	713	40.7827647611109	-73.9782229017641
2454	B02598	7	9	15	2	366	907	40.7827647611109	-73.9782229017641
2455	B02598	7	9	16	3	431	1085	40.7827647611109	-73.9782229017641
2456	B02598	7	9	17	2	378	939	40.7827647611109	-73.9782229017641
2457	B02598	7	9	18	3	483	1217	40.7827647611109	-73.9782229017641
2458	B02598	7	9	19	2	482	1199	40.7827647611109	-73.9782229017641
2459	B02598	7	9	20	2	408	1008	40.7827647611109	-73.9782229017641
2460	B02598	7	9	21	2	265	658	40.7827647611109	-73.9782229017641
2461	B02598	7	9	22	3	358	912	40.7827647611109	-73.9782229017641
2462	B02598	7	9	23	2	379	914	40.7827647611109	-73.9782229017641
2463	B02598	7	9	24	3	381	963	40.7827647611109	-73.9782229017641
2464	B02598	7	9	25	3	464	1184	40.7827647611109	-73.9782229017641
2465	B02598	7	9	26	3	381	955	40.7827647611109	-73.9782229017641
2466	B02598	7	9	27	2	498	1214	40.7827647611109	-73.9782229017641
2467	B02598	7	9	28	3	258	647	40.7827647611109	-73.9782229017641
2468	B02598	7	9	29	2	369	910	40.7827647611109	-73.9782229017641
2469	B02598	7	9	30	2	416	1031	40.7827647611109	-73.9782229017641
2470	B02598	8	7	1	2	817	1999	40.7226009036067	-73.9968581651413
2471	B02598	8	7	2	3	1051	2632	40.7226009036067	-73.9968581651413
2472	B02598	8	7	3	2	840	2072	40.7226009036067	-73.9968581651413
2473	B02598	8	7	4	2	485	1173	40.7226009036067	-73.9968581651413
2474	B02598	8	7	5	2	378	905	40.7226009036067	-73.9968581651413
2475	B02598	8	7	6	2	303	746	40.7226009036067	-73.9968581651413
2476	B02598	8	7	7	2	578	1432	40.7226009036067	-73.9968581651413
2477	B02598	8	7	8	2	892	2229	40.7226009036067	-73.9968581651413
2478	B02598	8	7	9	3	968	2431	40.7226009036067	-73.9968581651413
2479	B02598	8	7	10	3	1149	2920	40.7226009036067	-73.9968581651413
2480	B02598	8	7	11	2	1075	2657	40.7226009036067	-73.9968581651413
2481	B02598	8	7	12	3	963	2411	40.7226009036067	-73.9968581651413
2482	B02598	8	7	13	3	778	1971	40.7226009036067	-73.9968581651413
2483	B02598	8	7	14	3	951	2392	40.7226009036067	-73.9968581651413
2484	B02598	8	7	15	3	1217	3046	40.7226009036067	-73.9968581651413
2485	B02598	8	7	16	2	935	2309	40.7226009036067	-73.9968581651413
2486	B02598	8	7	17	3	1090	2742	40.7226009036067	-73.9968581651413
2487	B02598	8	7	18	3	1067	2679	40.7226009036067	-73.9968581651413
2488	B02598	8	7	19	2	986	2425	40.7226009036067	-73.9968581651413
2489	B02598	8	7	20	3	734	1839	40.7226009036067	-73.9968581651413
2490	B02598	8	7	21	2	739	1811	40.7226009036067	-73.9968581651413
2491	B02598	8	7	22	2	936	2329	40.7226009036067	-73.9968581651413
2492	B02598	8	7	23	2	1208	3001	40.7226009036067	-73.9968581651413
2493	B02598	8	7	24	3	1142	2857	40.7226009036067	-73.9968581651413
2494	B02598	8	7	25	2	1091	2700	40.7226009036067	-73.9968581651413
2495	B02598	8	7	26	2	1003	2489	40.7226009036067	-73.9968581651413
2496	B02598	8	7	27	3	733	1874	40.7226009036067	-73.9968581651413
2497	B02598	8	7	28	2	626	1558	40.7226009036067	-73.9968581651413
2498	B02598	8	7	29	3	843	2147	40.7226009036067	-73.9968581651413
2499	B02598	8	7	30	3	1060	2655	40.7226009036067	-73.9968581651413
2500	B02598	8	7	31	2	1097	2728	40.7226009036067	-73.9968581651413
2501	B02598	8	8	1	3	1097	2816	40.7226009036067	-73.9968581651413
2502	B02598	8	8	2	2	986	2456	40.7226009036067	-73.9968581651413
2503	B02598	8	8	3	3	721	1844	40.7226009036067	-73.9968581651413
2504	B02598	8	8	4	2	667	1640	40.7226009036067	-73.9968581651413
2505	B02598	8	8	5	2	830	2068	40.7226009036067	-73.9968581651413
2506	B02598	8	8	6	3	918	2310	40.7226009036067	-73.9968581651413
2507	B02598	8	8	7	3	1066	2672	40.7226009036067	-73.9968581651413
2508	B02598	8	8	8	3	977	2503	40.7226009036067	-73.9968581651413
2509	B02598	8	8	9	3	854	2141	40.7226009036067	-73.9968581651413
2510	B02598	8	8	10	2	535	1336	40.7226009036067	-73.9968581651413
2511	B02598	8	8	11	2	630	1558	40.7226009036067	-73.9968581651413
2512	B02598	8	8	12	3	893	2299	40.7226009036067	-73.9968581651413
2513	B02598	8	8	13	2	879	2164	40.7226009036067	-73.9968581651413
2514	B02598	8	8	14	3	977	2460	40.7226009036067	-73.9968581651413
2515	B02598	8	8	15	2	887	2209	40.7226009036067	-73.9968581651413
2516	B02598	8	8	16	3	813	2071	40.7226009036067	-73.9968581651413
2517	B02598	8	8	17	2	541	1322	40.7226009036067	-73.9968581651413
2518	B02598	8	8	18	3	566	1453	40.7226009036067	-73.9968581651413
2519	B02598	8	8	19	3	731	1863	40.7226009036067	-73.9968581651413
2520	B02598	8	8	20	2	881	2192	40.7226009036067	-73.9968581651413
2521	B02598	8	8	21	2	1037	2552	40.7226009036067	-73.9968581651413
2522	B02598	8	8	22	3	864	2191	40.7226009036067	-73.9968581651413
2523	B02598	8	8	23	3	817	2044	40.7226009036067	-73.9968581651413
2524	B02598	8	8	24	3	591	1507	40.7226009036067	-73.9968581651413
2525	B02598	8	8	25	3	553	1390	40.7226009036067	-73.9968581651413
2526	B02598	8	8	26	3	692	1756	40.7226009036067	-73.9968581651413
2527	B02598	8	8	27	3	761	1914	40.7226009036067	-73.9968581651413
2528	B02598	8	8	28	3	831	2121	40.7226009036067	-73.9968581651413
2529	B02598	8	8	29	2	724	1808	40.7226009036067	-73.9968581651413
2530	B02598	8	8	30	2	584	1453	40.7226009036067	-73.9968581651413
2531	B02598	8	8	31	3	622	1558	40.7226009036067	-73.9968581651413
2532	B02598	8	9	1	2	408	998	40.7226009036067	-73.9968581651413
2533	B02598	8	9	2	3	671	1679	40.7226009036067	-73.9968581651413
2534	B02598	8	9	3	3	908	2279	40.7226009036067	-73.9968581651413
2535	B02598	8	9	4	2	1157	2855	40.7226009036067	-73.9968581651413
2536	B02598	8	9	5	2	1234	3004	40.7226009036067	-73.9968581651413
2537	B02598	8	9	6	3	1276	3273	40.7226009036067	-73.9968581651413
2538	B02598	8	9	7	2	872	2169	40.7226009036067	-73.9968581651413
2539	B02598	8	9	8	3	765	1954	40.7226009036067	-73.9968581651413
2540	B02598	8	9	9	3	988	2502	40.7226009036067	-73.9968581651413
2541	B02598	8	9	10	3	1052	2640	40.7226009036067	-73.9968581651413
2542	B02598	8	9	11	3	1071	2706	40.7226009036067	-73.9968581651413
2543	B02598	8	9	12	2	1113	2778	40.7226009036067	-73.9968581651413
2544	B02598	8	9	13	3	1366	3430	40.7226009036067	-73.9968581651413
2545	B02598	8	9	14	2	724	1801	40.7226009036067	-73.9968581651413
2546	B02598	8	9	15	2	748	1867	40.7226009036067	-73.9968581651413
2547	B02598	8	9	16	2	903	2252	40.7226009036067	-73.9968581651413
2548	B02598	8	9	17	2	924	2267	40.7226009036067	-73.9968581651413
2549	B02598	8	9	18	3	1044	2652	40.7226009036067	-73.9968581651413
2550	B02598	8	9	19	2	1130	2812	40.7226009036067	-73.9968581651413
2551	B02598	8	9	20	2	1106	2729	40.7226009036067	-73.9968581651413
2552	B02598	8	9	21	3	807	2033	40.7226009036067	-73.9968581651413
2553	B02598	8	9	22	2	624	1548	40.7226009036067	-73.9968581651413
2554	B02598	8	9	23	3	702	1768	40.7226009036067	-73.9968581651413
2555	B02598	8	9	24	2	790	1953	40.7226009036067	-73.9968581651413
2556	B02598	8	9	25	2	938	2334	40.7226009036067	-73.9968581651413
2557	B02598	8	9	26	2	1006	2494	40.7226009036067	-73.9968581651413
2558	B02598	8	9	27	3	978	2470	40.7226009036067	-73.9968581651413
2559	B02598	8	9	28	3	678	1720	40.7226009036067	-73.9968581651413
2560	B02598	8	9	29	3	614	1547	40.7226009036067	-73.9968581651413
2561	B02598	8	9	30	3	823	2080	40.7226009036067	-73.9968581651413
2562	B02598	9	7	1	2	55	133	40.6930871865074	-74.2044892222194
2563	B02598	9	7	2	2	38	94	40.6930871865074	-74.2044892222194
2564	B02598	9	7	3	2	63	155	40.6930871865074	-74.2044892222194
2565	B02598	9	7	4	3	42	111	40.6930871865074	-74.2044892222194
2566	B02598	9	7	5	2	35	86	40.6930871865074	-74.2044892222194
2567	B02598	9	7	6	3	90	233	40.6930871865074	-74.2044892222194
2568	B02598	9	7	7	3	94	250	40.6930871865074	-74.2044892222194
2569	B02598	9	7	8	3	84	214	40.6930871865074	-74.2044892222194
2570	B02598	9	7	9	3	67	174	40.6930871865074	-74.2044892222194
2571	B02598	9	7	10	2	68	164	40.6930871865074	-74.2044892222194
2572	B02598	9	7	11	2	72	173	40.6930871865074	-74.2044892222194
2573	B02598	9	7	12	3	47	125	40.6930871865074	-74.2044892222194
2574	B02598	9	7	13	3	58	160	40.6930871865074	-74.2044892222194
2575	B02598	9	7	14	3	71	187	40.6930871865074	-74.2044892222194
2576	B02598	9	7	15	3	65	180	40.6930871865074	-74.2044892222194
2577	B02598	9	7	16	3	72	203	40.6930871865074	-74.2044892222194
2578	B02598	9	7	17	2	74	182	40.6930871865074	-74.2044892222194
2579	B02598	9	7	18	2	76	188	40.6930871865074	-74.2044892222194
2580	B02598	9	7	19	2	35	84	40.6930871865074	-74.2044892222194
2581	B02598	9	7	20	3	78	200	40.6930871865074	-74.2044892222194
2582	B02598	9	7	21	2	93	216	40.6930871865074	-74.2044892222194
2583	B02598	9	7	22	3	40	103	40.6930871865074	-74.2044892222194
2584	B02598	9	7	23	3	49	128	40.6930871865074	-74.2044892222194
2585	B02598	9	7	24	2	88	220	40.6930871865074	-74.2044892222194
2586	B02598	9	7	25	2	56	140	40.6930871865074	-74.2044892222194
2587	B02598	9	7	26	3	50	132	40.6930871865074	-74.2044892222194
2588	B02598	9	7	27	3	75	189	40.6930871865074	-74.2044892222194
2589	B02598	9	7	28	3	92	236	40.6930871865074	-74.2044892222194
2590	B02598	9	7	29	2	62	149	40.6930871865074	-74.2044892222194
2591	B02598	9	7	30	2	55	124	40.6930871865074	-74.2044892222194
2592	B02598	9	7	31	3	58	146	40.6930871865074	-74.2044892222194
2593	B02598	9	8	1	2	76	172	40.6930871865074	-74.2044892222194
2594	B02598	9	8	2	2	51	124	40.6930871865074	-74.2044892222194
2595	B02598	9	8	3	3	99	253	40.6930871865074	-74.2044892222194
2596	B02598	9	8	4	3	86	222	40.6930871865074	-74.2044892222194
2597	B02598	9	8	5	3	53	135	40.6930871865074	-74.2044892222194
2598	B02598	9	8	6	3	72	185	40.6930871865074	-74.2044892222194
2599	B02598	9	8	7	2	71	174	40.6930871865074	-74.2044892222194
2600	B02598	9	8	8	3	53	139	40.6930871865074	-74.2044892222194
2601	B02598	9	8	9	2	29	71	40.6930871865074	-74.2044892222194
2602	B02598	9	8	10	3	70	179	40.6930871865074	-74.2044892222194
2603	B02598	9	8	11	2	84	192	40.6930871865074	-74.2044892222194
2604	B02598	9	8	12	2	64	155	40.6930871865074	-74.2044892222194
2605	B02598	9	8	13	2	61	149	40.6930871865074	-74.2044892222194
2606	B02598	9	8	14	3	74	189	40.6930871865074	-74.2044892222194
2607	B02598	9	8	15	3	90	236	40.6930871865074	-74.2044892222194
2608	B02598	9	8	16	2	66	165	40.6930871865074	-74.2044892222194
2609	B02598	9	8	17	3	88	231	40.6930871865074	-74.2044892222194
2610	B02598	9	8	18	2	75	186	40.6930871865074	-74.2044892222194
2611	B02598	9	8	19	3	46	126	40.6930871865074	-74.2044892222194
2612	B02598	9	8	20	3	54	138	40.6930871865074	-74.2044892222194
2613	B02598	9	8	21	2	84	207	40.6930871865074	-74.2044892222194
2614	B02598	9	8	22	2	78	192	40.6930871865074	-74.2044892222194
2615	B02598	9	8	23	2	33	79	40.6930871865074	-74.2044892222194
2616	B02598	9	8	24	2	89	210	40.6930871865074	-74.2044892222194
2617	B02598	9	8	25	3	56	154	40.6930871865074	-74.2044892222194
2618	B02598	9	8	26	3	61	157	40.6930871865074	-74.2044892222194
2619	B02598	9	8	27	3	62	158	40.6930871865074	-74.2044892222194
2620	B02598	9	8	28	2	78	183	40.6930871865074	-74.2044892222194
2621	B02598	9	8	29	3	61	158	40.6930871865074	-74.2044892222194
2622	B02598	9	8	30	3	39	102	40.6930871865074	-74.2044892222194
2623	B02598	9	8	31	2	62	142	40.6930871865074	-74.2044892222194
2624	B02598	9	9	1	2	109	272	40.6930871865074	-74.2044892222194
2625	B02598	9	9	2	3	98	247	40.6930871865074	-74.2044892222194
2626	B02598	9	9	3	3	74	196	40.6930871865074	-74.2044892222194
2627	B02598	9	9	4	2	82	199	40.6930871865074	-74.2044892222194
2628	B02598	9	9	5	2	65	158	40.6930871865074	-74.2044892222194
2629	B02598	9	9	6	3	68	175	40.6930871865074	-74.2044892222194
2630	B02598	9	9	7	3	79	204	40.6930871865074	-74.2044892222194
2631	B02598	9	9	8	3	98	248	40.6930871865074	-74.2044892222194
2632	B02598	9	9	9	3	82	220	40.6930871865074	-74.2044892222194
2633	B02598	9	9	10	2	92	228	40.6930871865074	-74.2044892222194
2634	B02598	9	9	11	3	81	207	40.6930871865074	-74.2044892222194
2635	B02598	9	9	12	2	93	223	40.6930871865074	-74.2044892222194
2636	B02598	9	9	13	3	43	108	40.6930871865074	-74.2044892222194
2637	B02598	9	9	14	3	74	186	40.6930871865074	-74.2044892222194
2638	B02598	9	9	15	2	89	221	40.6930871865074	-74.2044892222194
2639	B02598	9	9	16	3	68	175	40.6930871865074	-74.2044892222194
2640	B02598	9	9	17	3	82	210	40.6930871865074	-74.2044892222194
2641	B02598	9	9	18	2	87	213	40.6930871865074	-74.2044892222194
2642	B02598	9	9	19	3	83	215	40.6930871865074	-74.2044892222194
2643	B02598	9	9	20	3	62	172	40.6930871865074	-74.2044892222194
2644	B02598	9	9	21	2	104	244	40.6930871865074	-74.2044892222194
2645	B02598	9	9	22	3	82	223	40.6930871865074	-74.2044892222194
2646	B02598	9	9	23	2	70	175	40.6930871865074	-74.2044892222194
2647	B02598	9	9	24	3	44	118	40.6930871865074	-74.2044892222194
2648	B02598	9	9	25	2	78	195	40.6930871865074	-74.2044892222194
2649	B02598	9	9	26	2	53	128	40.6930871865074	-74.2044892222194
2650	B02598	9	9	27	2	51	122	40.6930871865074	-74.2044892222194
2651	B02598	9	9	28	3	102	262	40.6930871865074	-74.2044892222194
2652	B02598	9	9	29	2	86	209	40.6930871865074	-74.2044892222194
2653	B02598	9	9	30	3	74	189	40.6930871865074	-74.2044892222194
2654	B02598	10	7	1	3	365	913	40.6779991054886	-73.9797576779416
2655	B02598	10	7	2	2	408	1008	40.6779991054886	-73.9797576779416
2656	B02598	10	7	3	3	371	928	40.6779991054886	-73.9797576779416
2657	B02598	10	7	4	2	390	949	40.6779991054886	-73.9797576779416
2658	B02598	10	7	5	2	357	879	40.6779991054886	-73.9797576779416
2659	B02598	10	7	6	3	286	720	40.6779991054886	-73.9797576779416
2660	B02598	10	7	7	2	285	701	40.6779991054886	-73.9797576779416
2661	B02598	10	7	8	2	446	1105	40.6779991054886	-73.9797576779416
2662	B02598	10	7	9	3	486	1226	40.6779991054886	-73.9797576779416
2663	B02598	10	7	10	2	521	1280	40.6779991054886	-73.9797576779416
2664	B02598	10	7	11	2	529	1296	40.6779991054886	-73.9797576779416
2665	B02598	10	7	12	3	641	1603	40.6779991054886	-73.9797576779416
2666	B02598	10	7	13	3	540	1404	40.6779991054886	-73.9797576779416
2667	B02598	10	7	14	2	415	1002	40.6779991054886	-73.9797576779416
2668	B02598	10	7	15	2	475	1171	40.6779991054886	-73.9797576779416
2669	B02598	10	7	16	2	449	1122	40.6779991054886	-73.9797576779416
2670	B02598	10	7	17	3	480	1223	40.6779991054886	-73.9797576779416
2671	B02598	10	7	18	2	545	1361	40.6779991054886	-73.9797576779416
2672	B02598	10	7	19	3	654	1652	40.6779991054886	-73.9797576779416
2673	B02598	10	7	20	3	452	1166	40.6779991054886	-73.9797576779416
2674	B02598	10	7	21	3	384	981	40.6779991054886	-73.9797576779416
2675	B02598	10	7	22	3	461	1175	40.6779991054886	-73.9797576779416
2676	B02598	10	7	23	2	507	1264	40.6779991054886	-73.9797576779416
2677	B02598	10	7	24	3	503	1261	40.6779991054886	-73.9797576779416
2678	B02598	10	7	25	2	550	1349	40.6779991054886	-73.9797576779416
2679	B02598	10	7	26	2	670	1666	40.6779991054886	-73.9797576779416
2680	B02598	10	7	27	2	472	1179	40.6779991054886	-73.9797576779416
2681	B02598	10	7	28	2	390	963	40.6779991054886	-73.9797576779416
2682	B02598	10	7	29	3	395	995	40.6779991054886	-73.9797576779416
2683	B02598	10	7	30	2	429	1070	40.6779991054886	-73.9797576779416
2684	B02598	10	7	31	2	493	1192	40.6779991054886	-73.9797576779416
2685	B02598	10	8	1	2	565	1400	40.6779991054886	-73.9797576779416
2686	B02598	10	8	2	3	698	1748	40.6779991054886	-73.9797576779416
2687	B02598	10	8	3	2	503	1199	40.6779991054886	-73.9797576779416
2688	B02598	10	8	4	2	387	960	40.6779991054886	-73.9797576779416
2689	B02598	10	8	5	3	427	1083	40.6779991054886	-73.9797576779416
2690	B02598	10	8	6	2	475	1155	40.6779991054886	-73.9797576779416
2691	B02598	10	8	7	2	508	1244	40.6779991054886	-73.9797576779416
2692	B02598	10	8	8	3	559	1425	40.6779991054886	-73.9797576779416
2693	B02598	10	8	9	2	633	1576	40.6779991054886	-73.9797576779416
2694	B02598	10	8	10	2	428	1049	40.6779991054886	-73.9797576779416
2695	B02598	10	8	11	2	310	763	40.6779991054886	-73.9797576779416
2696	B02598	10	8	12	3	345	885	40.6779991054886	-73.9797576779416
2697	B02598	10	8	13	3	402	1021	40.6779991054886	-73.9797576779416
2698	B02598	10	8	14	2	402	990	40.6779991054886	-73.9797576779416
2699	B02598	10	8	15	3	505	1274	40.6779991054886	-73.9797576779416
2700	B02598	10	8	16	3	604	1521	40.6779991054886	-73.9797576779416
2701	B02598	10	8	17	3	419	1101	40.6779991054886	-73.9797576779416
2702	B02598	10	8	18	3	334	863	40.6779991054886	-73.9797576779416
2703	B02598	10	8	19	3	369	924	40.6779991054886	-73.9797576779416
2704	B02598	10	8	20	3	412	1065	40.6779991054886	-73.9797576779416
2705	B02598	10	8	21	2	481	1184	40.6779991054886	-73.9797576779416
2706	B02598	10	8	22	3	557	1429	40.6779991054886	-73.9797576779416
2707	B02598	10	8	23	3	649	1650	40.6779991054886	-73.9797576779416
2708	B02598	10	8	24	3	523	1314	40.6779991054886	-73.9797576779416
2709	B02598	10	8	25	2	302	731	40.6779991054886	-73.9797576779416
2710	B02598	10	8	26	2	349	851	40.6779991054886	-73.9797576779416
2711	B02598	10	8	27	3	389	1000	40.6779991054886	-73.9797576779416
2712	B02598	10	8	28	2	420	1037	40.6779991054886	-73.9797576779416
2713	B02598	10	8	29	2	481	1200	40.6779991054886	-73.9797576779416
2714	B02598	10	8	30	2	476	1171	40.6779991054886	-73.9797576779416
2715	B02598	10	8	31	2	425	1048	40.6779991054886	-73.9797576779416
2716	B02598	10	9	1	2	333	808	40.6779991054886	-73.9797576779416
2717	B02598	10	9	2	3	346	868	40.6779991054886	-73.9797576779416
2718	B02598	10	9	3	3	405	1029	40.6779991054886	-73.9797576779416
2719	B02598	10	9	4	2	455	1133	40.6779991054886	-73.9797576779416
2720	B02598	10	9	5	2	496	1218	40.6779991054886	-73.9797576779416
2721	B02598	10	9	6	3	756	1937	40.6779991054886	-73.9797576779416
2722	B02598	10	9	7	3	540	1365	40.6779991054886	-73.9797576779416
2723	B02598	10	9	8	3	380	972	40.6779991054886	-73.9797576779416
2724	B02598	10	9	9	2	458	1143	40.6779991054886	-73.9797576779416
2725	B02598	10	9	10	3	401	1011	40.6779991054886	-73.9797576779416
2726	B02598	10	9	11	2	425	1062	40.6779991054886	-73.9797576779416
2727	B02598	10	9	12	3	622	1562	40.6779991054886	-73.9797576779416
2728	B02598	10	9	13	3	804	2041	40.6779991054886	-73.9797576779416
2729	B02598	10	9	14	2	491	1190	40.6779991054886	-73.9797576779416
2730	B02598	10	9	15	3	363	933	40.6779991054886	-73.9797576779416
2731	B02598	10	9	16	3	420	1060	40.6779991054886	-73.9797576779416
2732	B02598	10	9	17	3	431	1095	40.6779991054886	-73.9797576779416
2733	B02598	10	9	18	3	470	1206	40.6779991054886	-73.9797576779416
2734	B02598	10	9	19	3	525	1318	40.6779991054886	-73.9797576779416
